run_id,model,repetition,paragraph_index,n_words,text,sim_A,sim_B,sim_C,sim_D,sim_E,sim_F,top_discourse,top_similarity,runner_up_margin,assigned,assigned_centred
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,5,118,"Parents and prospective parents often experience this tension personally. Some adults living with genetic conditions say they would not want to pass the condition on, while others say their condition is part of their identity and that they would not edit it away. Some parents feel a strong duty to use any available technology to give their child the best possible chance in life. At the same time, if genetic testing or editing becomes normalised, parents may feel pressure to use it, and could be blamed if they do not. This raises questions about reproductive freedom and whether choice can remain genuinely free in a society with strong ideas about what a healthy or acceptable child should be.",0.6452823,0.6819244,0.7015399,0.666303,0.6717411,0.6956397,C,0.7015399,0.0059001446,C,F
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,6,141,"Religious and cultural perspectives add further layers. Some traditions see human life and the genome as sacred or given by God, and regard deliberate changes to the germline as overstepping human limits, while still allowing somatic medicine as a form of healing. Others emphasise that humans are called to be stewards or co-creators and see carefully regulated editing as an extension of medicine. Among Indigenous Australians, views are diverse, but many emphasise the connectedness of people, land, ancestors and future generations. Genetic material can be understood not merely as individual property but as part of a collective inheritance. This raises specific concerns about consent, cultural authority, respect for traditional knowledge and the risk that human genetic variation is treated as a commodity. Listening to these perspectives matters because genome editing touches not only individual patients but also family, community and country.",0.68365055,0.7252366,0.7534624,0.73543006,0.73012024,0.6983366,C,0.7534624,0.018032312,C,C
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,7,107,"Fairness and justice are also central. New genetic therapies are often extremely expensive. If genome editing becomes available mainly to those who can pay large sums, it could deepen existing health inequalities. There is also a global dimension: research priorities may focus on diseases that affect wealthy countries while neglecting conditions that affect poorer regions. Some argue that any future approval of genome editing should be accompanied by public funding, universal access and safeguards against discrimination by insurers or employers. Others point out that overly strict regulation may slow innovation and encourage people to travel to countries with weaker rules, which can create new risks and injustices.",0.72423494,0.7756789,0.7371668,0.73464805,0.7332511,0.73246026,B,0.7756789,0.03851205,B,B
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,8,142,"Australian governance will need to respond to this complex landscape. Somatic gene therapies are generally regulated as medicines, and research involving human embryos is subject to strict laws; heritable genome editing for reproduction is not currently permitted. Many Australians trust these safeguards, but trust has been shaken internationally by cases such as the 2018 announcement that embryos had been edited and babies born in China. That case reminded the world that technology can move faster than law and that individual scientists can act outside agreed norms. It also intensified calls for clear national laws and international cooperation. Some citizens favour a moratorium on heritable editing until safety and social consensus are established. Others argue that blanket prohibitions prevent responsible research that could eventually relieve suffering. Still others believe certain uses, such as editing for enhancement or non-medical traits, should never be allowed.",0.677434,0.74239993,0.7324889,0.70243406,0.7064149,0.6819563,B,0.74239993,0.00991106,B,B
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,9,106,"Underneath these positions are different ways of weighing values. Some prioritise the relief of suffering and the freedom of families to make reproductive choices. Others prioritise precaution, the protection of future generations, the dignity of existing disabled people and the need to avoid repeating past eugenic abuses. Some place their trust in science and expert oversight, while others remember Australia’s own history of forced sterilisation and institutional abuse and therefore demand strong democratic control. Many people hold several of these views at once: they hope for cures but fear a slippery slope; they want choice but worry about pressure; they welcome innovation but insist on fairness.",0.7172545,0.7264989,0.7287614,0.7343039,0.7192963,0.7110008,D,0.7343039,0.0055425167,D,A
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,10,86,"The citizens’ assembly is a space where these perspectives can be examined together. The task is not to decide whether genome editing is simply good or bad, but to consider what conditions, limits, safeguards and forms of oversight would be needed for Australians to feel confident that any permitted uses are safe, fair and respectful of the many values in society. By understanding the landscape of hopes and concerns, participants can begin to deliberate on the kind of future they want to allow, prevent and shape.",0.7291611,0.7869647,0.7661362,0.7411171,0.7701294,0.70611596,B,0.7869647,0.016835332,B,B
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,0,87,"Human genome editing raises questions that go well beyond the laboratory. As you begin your deliberations, it helps to recognise that Australians approach this issue with very different starting points. Some see it as a powerful new way to relieve suffering; others see it as a threat to human dignity, equality or the natural order. This report surveys the hopes, values, concerns and arguments that commonly appear in public debate, so that the assembly can engage with the full range of perspectives before forming its own judgements.",0.74027926,0.789508,0.7775309,0.7605542,0.76151896,0.71233046,B,0.789508,0.0119770765,B,B
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,1,129,"At the most basic level, there is an important distinction between somatic and inherited, or germline, editing. Somatic editing changes genetic material in a patient’s body cells to treat that individual, and it is widely viewed as a promising extension of medicine, though not without safety concerns. Germline editing changes the DNA in embryos, eggs, sperm or very early cells so that the alteration can be passed to future generations. That heritable dimension changes the ethical stakes dramatically. Many people who support somatic therapies nevertheless believe germline editing should be prohibited, or at least delayed until questions of safety, consent and social impact are addressed. Others reply that if we can safely prevent a serious inherited disease from being passed on, it would be wrong not to use it.",0.7092507,0.7542659,0.7544135,0.76102716,0.75703543,0.7301663,D,0.76102716,0.003991723,D,E
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,2,90,"A central hope is medical relief. Families affected by conditions such as Huntington’s disease, cystic fibrosis, sickle cell disease or Tay-Sachs disease have long lived with pain, disability and early death. For them, genome editing can seem like a long-awaited chance to avoid devastating diagnoses. Somatic therapies are already being developed for blood disorders and some cancers, and many patient advocates argue that too much caution would deny people life-saving treatment. In this view, the ethical imperative is to heal, and editing is simply a more precise form of medicine.",0.7304262,0.7422468,0.7528219,0.7819883,0.73554766,0.7261501,D,0.7819883,0.0291664,D,D
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,114,"Safety is the strongest counterweight. Even precise tools can produce off-target changes, meaning unintended edits elsewhere in the genome. In a somatic therapy, an error may harm the patient but remain contained. In germline editing, an error could be inherited by every cell of a future person and then passed down the generations. Because consequences may not appear for decades, some scientists and ethicists argue that heritable editing cannot be considered safe enough for the foreseeable future. They emphasise that we lack the ability to reverse mistakes and that laboratory success in animals does not guarantee human outcomes. This caution is often accompanied by a call for more basic research before any clinical use.",0.707137,0.72585875,0.73508984,0.7009101,0.7122841,0.6928854,C,0.73508984,0.009231091,C,A
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,4,122,"Consent and the rights of future generations are central to debates over germline editing. A patient can consent to a somatic treatment, but an embryo cannot consent to having its genome altered, and future descendants certainly cannot. Some argue that parents already make profound decisions for their children, including medical treatment and education, so choosing to avoid a serious genetic disease is a legitimate extension of parental responsibility. Others worry that germline editing crosses a line because it changes the child’s genetic makeup before the child exists, potentially shaping the child’s identity in ways the child can never reject. This leads to deeper disagreements about whether the human genome is a common inheritance that should not be permanently modified by one generation.",0.70461285,0.7462649,0.7649999,0.73756903,0.76417637,0.7514124,C,0.7649999,0.0008235574,C,F
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,5,92,"Equity and access are recurring concerns. If genome editing is expensive, it may be available only to the wealthy, creating a new form of biological inequality. Even if Australia’s public health system eventually funds some treatments, expensive technologies can still widen gaps within and between countries. Some participants may fear that editing will become a luxury service, reinforcing existing advantages in health, education and appearance. Others argue that unequal access is a reason to regulate and subsidise beneficial uses, not to ban them, because every new medical technology starts out unevenly distributed.",0.7191634,0.7876298,0.757535,0.731371,0.74648607,0.7424127,B,0.7876298,0.030094802,B,B
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,114,"A particularly contested area is the boundary between therapy and enhancement. Many people support editing to treat or prevent disease but oppose using it to select or enhance traits such as height, intelligence, strength or appearance. They worry about designer babies and a slippery slope from medical need to parental preference. Yet the line between prevention and enhancement is not always clear. Is editing to remove a genetic variant that increases cancer risk therapy? Is selecting for stronger immunity enhancement? Some people see no moral problem with parents wanting to give their child advantages, while others believe that treating children as products to be designed undermines the unconditional love and acceptance that children deserve.",0.7298366,0.7321328,0.75663996,0.745435,0.7393617,0.7375015,C,0.75663996,0.011204958,C,F
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,7,100,"Disability perspectives add an important voice. Some people with disabilities and their advocates warn that the push to eliminate genetic conditions can devalue the lives of those living with those conditions. They argue that society should focus on removing barriers and improving inclusion rather than assuming that disabled lives are tragedies to be prevented. At the same time, other people with lived experience of disability or serious illness strongly support research that could spare future children from suffering. Both views can be held sincerely, and the assembly may need to hold them together rather than treating one as obviously right.",0.6589725,0.67267025,0.669257,0.6828695,0.65584296,0.6472985,D,0.6828695,0.010199249,D,A
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,8,97,"Religious, spiritual and cultural values also shape public views. Some traditions regard the human genome as sacred or as a gift that should not be fundamentally altered. The language of playing God expresses a caution about human hubris and unintended consequences. Others within the same traditions may argue that healing is a moral duty and that using our intelligence to prevent disease respects the gift of life. Secular perspectives vary too: some emphasise individual reproductive liberty, while others prioritise social justice, precaution or the protection of future generations. These values cannot easily be separated from personal identity.",0.67440766,0.6759345,0.70316035,0.7038777,0.6826209,0.6872856,D,0.7038777,0.0007173419,D,F
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,9,102,"Australia’s current regulatory situation is cautious. Heritable human genome editing for reproduction is not currently permitted, research using human embryos is tightly controlled, and any significant change would require careful public and parliamentary consideration. Some people believe this caution is appropriate and that Australia should be a leader in strong oversight. Others argue that overly restrictive laws will drive research and patients overseas, and that Australia should develop a regulated pathway for safe and ethical uses. International debates reveal similar tensions: some countries have banned germline editing, others have permissive research frameworks, and many are waiting for greater scientific and social consensus.",0.6979347,0.74524134,0.73714685,0.705734,0.71355045,0.69638896,B,0.74524134,0.00809449,B,B
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,10,86,"In the end, this assembly is being asked to deliberate on a question that has no single answer. The task is not to choose between science and ethics, but to weigh competing goods: relief of suffering, safety, consent, equality, inclusion, freedom and responsibility. By recognising the range of views, participants can move beyond slogans and engage with the underlying values at stake. That is the purpose of this report: to open the landscape before you, so that your deliberations can be informed, respectful and genuinely democratic.",0.67481816,0.6692719,0.66711545,0.65709007,0.6491747,0.6429052,A,0.67481816,0.005546272,A,A
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,0,52,"This report offers a broad map of the views that Australians and people around the world bring to the question of human genome editing. It is not intended to recommend a position, but to help assembly participants recognise the range of hopes, concerns, values and arguments that are likely to shape deliberation.",0.77164495,0.79678845,0.80053246,0.77208483,0.79159796,0.720977,C,0.80053246,0.0037440062,C,E
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,1,111,"Human genome editing refers to technologies, such as CRISPR, that allow scientists to make precise changes to the DNA of living cells. Some changes affect only the person being treated and are not passed on to their children. These are called somatic edits and are already being tested for conditions such as some cancers, blood disorders and inherited blindness. Other changes are made to embryos, eggs, sperm or very early reproductive cells. These are called germline edits and can be inherited by future generations. Much of the public debate focuses on germline editing because its effects could permanently alter a family’s genetic inheritance and, over time, the broader human gene pool.",0.69778085,0.73363423,0.7456923,0.7381587,0.73608816,0.705742,C,0.7456923,0.00753361,C,E
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,2,130,"For many people, the strongest hope is that genome editing could relieve profound human suffering. Parents who carry genes for serious conditions such as cystic fibrosis, Huntington’s disease, Tay-Sachs disease or certain inherited cancers often describe the anguish of watching a child become ill or of deciding whether to risk passing a condition on. Some see germline editing as a natural extension of existing reproductive choices, offering families the chance to have children who are biologically related to them without transmitting a devastating disease. Patient advocacy groups sometimes argue that once a technology is safe enough, there is a moral duty to use it to prevent severe illness and premature death. From this perspective, not pursuing a technology that could spare future children from suffering would itself be ethically troubling.",0.76293397,0.7763623,0.7941371,0.7984683,0.77116144,0.7549259,D,0.7984683,0.0043311715,D,D
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,139,"A second major theme is safety and scientific uncertainty. Although CRISPR is often described as precise, it can still make unintended changes to other parts of the genome. Even a small off-target edit could cause cancer, developmental problems or other health issues that may not become apparent for many years. In germline editing, these risks would be borne by a child who cannot consent, and would then be passed on to that child’s descendants. Many scientists and bioethicists therefore argue that heritable genome editing should not proceed until there is much stronger evidence that it is safe, and until there is broad social agreement that it is acceptable. Some call for an international moratorium on clinical germline editing while research continues. Others believe that a permanent prohibition is unnecessary if strict oversight and staged, transparent research can be developed.",0.7337227,0.77832997,0.78112775,0.7185299,0.74642795,0.7244142,C,0.78112775,0.0027977824,C,B
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,4,143,"Religious, spiritual and philosophical traditions also shape many Australians’ views. For some, editing an embryo raises deep concerns about the moral status of the embryo and about whether humans are overstepping their proper limits. The language of “playing God” is sometimes used to express a worry that we are treating human life as a manufactured product rather than as a gift. Some religious thinkers, however, interpret the call to heal the sick as supporting therapeutic genome editing, provided it is not used to destroy embryos or to redesign human nature. Others from secular traditions may not appeal to God but still worry about hubris, unintended consequences and the commodification of children. These perspectives remind us that the debate is not only about safety and effectiveness; it is also about what it means to be human, to be a parent and to accept limits.",0.68022454,0.7112307,0.7414881,0.7204422,0.7155995,0.70756114,C,0.7414881,0.021045923,C,C
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,5,145,"Disability communities and their allies contribute a vital perspective. Many disabled people and advocates warn that editing out genes associated with disability can send a powerful message that disabled lives are less worth living. They argue that society often exaggerates the suffering caused by disability while underestimating the barriers created by discrimination, inaccessible environments and lack of support. For some, the push to eliminate conditions such as Down syndrome or deafness is a form of modern eugenics, even if it is carried out through individual parental choice rather than state coercion. At the same time, some people living with serious genetic conditions do support research that could prevent others from experiencing pain, frequent hospitalisation or early death. The key tension is between respecting the dignity and equality of people with disabilities and recognising the genuine desire of parents to avoid serious illness in their children.",0.63474464,0.65522486,0.66959006,0.6699165,0.6530327,0.64615643,D,0.6699165,0.00032645464,D,D
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,128,"Social justice and equity concerns are prominent as well. New genetic technologies are often expensive, and if genome editing becomes available only through private clinics, the benefits may flow mainly to wealthy families. This could deepen existing health inequalities, both within Australia and between wealthy and poorer countries. Rural and remote communities, Aboriginal and Torres Strait Islander peoples, and people on low incomes already face barriers to high-quality health care. There is also concern about genetic discrimination: if people are expected to edit their children’s genomes to avoid disease, those who cannot afford it, or who choose not to, may be blamed or penalised. Some fear the emergence of a genetic underclass. Fair access, public funding and protection against genetic discrimination are therefore central issues for many Australians.",0.68194956,0.7737917,0.74072534,0.70096713,0.7166213,0.70984614,B,0.7737917,0.033066332,B,B
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,159,"The distinction between therapy and enhancement is often raised but can be difficult to draw. Many people support editing to treat or prevent serious disease, but oppose its use to enhance traits such as intelligence, physical strength, appearance or temperament. Yet the line between prevention and enhancement can blur. Would editing out a gene linked to high cholesterol be therapy, while editing in a gene linked to better memory be enhancement? What about choosing height or eye colour? For some, enhancement is not inherently wrong and could even be seen as a legitimate expression of parental aspiration, much like providing good nutrition or education. For others, enhancement raises the spectre of “designer babies,” a competitive consumer culture and a new form of eugenics in which certain human traits are ranked as superior. Australia’s history, including eugenic practices that targeted Indigenous people and people with disabilities, makes many wary of any social pressure to produce a particular kind of child.",0.6898317,0.6844739,0.7054845,0.70337564,0.6975003,0.67039156,C,0.7054845,0.002108872,C,A
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,8,140,"Consent and the rights of future generations are another recurring concern. A child born after germline editing has not consented to the change, yet will carry it in every cell and may pass it to their children. Some argue that parents already make life-changing decisions for their children, such as where to live, what religion to practise and what medical treatments to accept. On this view, using genome editing to prevent serious disease is not fundamentally different. Others respond that heritable genetic changes are different in kind because they affect not only one child but an entire line of descendants, and because they alter the genetic makeup of future people before they can have any say. This raises deep questions about intergenerational justice and whether the current generation has the right to make permanent genetic decisions on behalf of humanity.",0.69722366,0.7351277,0.7484479,0.74064815,0.7651838,0.7388642,E,0.7651838,0.016735911,E,E
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,9,117,"Australia’s current regulatory setting is also part of the landscape. Somatic gene therapy is regulated as a medical treatment, and some clinical trials are underway. Mitochondrial donation, which involves transferring nuclear DNA to prevent certain rare diseases, was legalised in Australia under strict conditions in 2022. However, heritable genome editing that alters nuclear DNA in human embryos for reproduction remains prohibited. Participants will need to consider whether these arrangements remain appropriate, whether they should be updated, and what kind of oversight, licensing and public consultation would be needed if any changes were made. International bodies such as the World Health Organization have urged caution and called for broad societal dialogue before any country allows heritable genome editing.",0.66545033,0.7434281,0.71578074,0.71185994,0.70553327,0.6869955,B,0.7434281,0.027647376,B,B
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,10,118,"Finally, cultural diversity within Australia means there is no single set of values about genes, inheritance and reproduction. Aboriginal and Torres Strait Islander peoples may bring distinct cultural and spiritual understandings of ancestry, kinship and obligations to future generations. Many migrant communities draw on religious or cultural traditions that shape their views of embryos, family and medical intervention. Any legitimate policy will need to respect this pluralism while protecting people from harm. The task before the assembly is therefore not simply to decide whether genome editing is good or bad, but to weigh competing values: the relief of suffering against the precautionary principle, individual choice against collective responsibility, openness to innovation against respect for human dignity and equality.",0.6870092,0.7484026,0.75545496,0.72807586,0.73199135,0.69620305,C,0.75545496,0.007052362,C,C
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,0,125,"Participants in this citizens’ assembly are being asked to consider one of the most consequential questions in modern science: whether and how Australia should permit and regulate the editing of the human genome. Human genome editing refers to techniques, most notably CRISPR, that allow scientists to make precise changes to DNA in living cells. A key distinction in the debate is between somatic editing, where changes affect only the treated individual and are not inherited, and germline or heritable editing, where changes are made to embryos, eggs, sperm, or the cells that give rise to them and could be passed on to future generations. This distinction shapes much of the moral and regulatory landscape, though it is not always as clear-cut as it first appears.",0.72274864,0.76636034,0.7679303,0.7551849,0.7649942,0.72544795,C,0.7679303,0.0015699863,C,E
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,1,121,"Many people approach genome editing with hope. For those living with genetic disorders, and for their families, the technology can look like a long-awaited form of medicine. Somatic editing is already being trialled or approved for conditions such as sickle cell disease, some forms of blindness, and certain cancers. From this perspective, genome editing is simply the next step in a long history of medical progress, an extension of the compassion that drives us to heal the sick and relieve suffering. Patient advocates often argue that delaying such therapies, once they are shown to be safe and effective, would be unjust and even cruel. Researchers and clinicians tend to share this view, though many also urge caution about moving too quickly.",0.75295454,0.75539285,0.76121587,0.7658068,0.7399652,0.71267164,D,0.7658068,0.0045909286,D,A
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,2,126,"For some people, the hope extends to preventing genetic disease before birth. Parents who know they carry a serious heritable condition may wish to use germline editing to ensure their child is born free of that condition. They may argue that if we can prevent a child from developing a devastating illness, we have a moral reason to do so. This reasoning draws on values such as parental responsibility, compassion, and reproductive freedom. In Australia, the recent legalisation of mitochondrial donation under limited circumstances reflects a cautious willingness to allow some heritable changes in order to prevent severe mitochondrial disease. Supporters of this measure see it as a humane and carefully regulated step, while some critics see it as a movement toward more extensive germline editing.",0.7039505,0.7301678,0.7301116,0.7402489,0.722189,0.7286665,D,0.7402489,0.010081112,D,F
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,3,122,"On the other side of the debate are deep concerns about safety. Gene editing is still a relatively young technology, and off-target changes, unintended genetic disruptions, and long-term health consequences are not fully understood. These risks are especially serious in germline editing, because mistakes could affect not only a single child but that child’s descendants. A precautionary approach suggests that unless we can be confident the technology is safe, we should not use it in ways that could harm future generations. This concern was heightened after the 2018 announcement that a scientist in China had edited the genomes of twin girls. Many scientists and ethicists responded with alarm, calling for stronger international governance and for a temporary moratorium on clinical germline editing.",0.71707946,0.77607816,0.7666843,0.7280591,0.7437757,0.7139058,B,0.77607816,0.009393871,B,B
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,4,144,"Safety is not the only concern. For many people, the human embryo has special moral status, and manipulating its genome raises profound questions about the sanctity of life and the limits of human intervention. Religious and spiritual traditions differ, but many hold that human life at its earliest stages should not be treated as a mere object of experimentation. Even among people who do not share this view, there is unease about the idea of “playing God” or altering the fundamental fabric of human beings. In Australia, Aboriginal and Torres Strait Islander peoples bring distinctive cultural and spiritual perspectives to questions about genetic heritage, kinship, and the relationship between people, ancestors, and future generations. Any serious public conversation about genome editing must make room for these voices, and must recognise that Western scientific frameworks are not the only ways of understanding inheritance and identity.",0.71856064,0.7704426,0.78421366,0.7345539,0.7558274,0.7217825,C,0.78421366,0.013771057,C,C
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,5,138,"A further set of concerns centres on justice and the legacy of eugenics. Some disability advocates worry that editing out genetic conditions sends a message that disabled people’s lives are less valuable or less worth living. They argue that society should focus on removing barriers and improving support rather than trying to remove disabled people from the population. There are also fears that genome editing could widen existing inequalities. If genetic enhancements or even therapeutic edits are expensive, they may be available only to the wealthy, creating new forms of biological privilege. Historical attempts to control human reproduction, often targeting marginalised groups, make this a particularly sensitive issue. People from communities that have experienced discrimination or forced sterilisation may view the promise of genetic improvement with suspicion, seeing echoes of past eugenic ideologies dressed up in scientific language.",0.71891385,0.75815773,0.7543933,0.74255747,0.7546491,0.71625805,B,0.75815773,0.0035086274,B,E
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,6,123,"The line between therapy and enhancement is often invoked in these discussions, but it is contested. Many people support editing to treat or prevent disease but oppose its use for non-medical enhancement, such as increasing height, altering appearance, or boosting intelligence. Others argue that the distinction is hard to maintain in practice, since many traits exist on a spectrum and what counts as disease is shaped by social norms. A small minority, including some transhumanists and libertarians, argues that parents should be free to enhance their children’s genetic endowments, just as they already seek to improve them through education, nutrition, and other means. Most Australians, however, appear cautious about enhancement, and public opinion tends to support therapeutic uses far more than enhancement uses.",0.69942456,0.6914149,0.7091354,0.70901525,0.691406,0.7042427,C,0.7091354,0.000120162964,C,F
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,7,100,"Finally, there are questions about who gets to decide. Because heritable editing affects future generations, no one whose genes are changed can consent. This creates a unique ethical problem: we would be making irreversible choices on behalf of people who do not yet exist. Some argue that this makes germline editing intrinsically unacceptable, while others reply that parents already make countless decisions for their children, including decisions with genetic consequences, such as choosing a reproductive partner or using preimplantation genetic testing. Still, the lack of consent from future generations places a heavy burden of justification on any proposal to proceed.",0.6857714,0.72288847,0.7373264,0.70990103,0.7558193,0.7203693,E,0.7558193,0.018492937,E,E
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,8,77,"In Australia, the current regulatory framework reflects a mix of caution and openness. Somatic gene therapies are regulated as therapeutic goods, while heritable editing of embryos for reproduction is not permitted, and research involving human embryos is tightly restricted. The recent mitochondrial donation law shows that the community and Parliament can, in some circumstances, accept a carefully bounded form of heritable genetic change. But that decision followed years of consultation and ethical debate, and it remains controversial.",0.6494555,0.71353954,0.69028175,0.68251437,0.67403233,0.6797441,B,0.71353954,0.023257792,B,B
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,9,108,"As the assembly deliberates, it may help to remember that people come to this issue with different starting points. Some begin from the experience of watching a loved one suffer from a genetic condition. Others begin from a commitment to protecting the embryo. Still others begin from concern about the power of technology to reshape society, or from hope that it might reduce suffering. These perspectives are not always easy to reconcile. The task is not to decide which worldview is correct, but to consider how a pluralist society like Australia can govern a powerful technology in a way that is safe, just, and deserving of public trust.",0.69112265,0.7362753,0.7274126,0.706321,0.7282494,0.68561244,B,0.7362753,0.008025944,B,E
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,0,82,"As you prepare to deliberate on human genome editing, it may help to step back and survey the landscape of views that Australians bring to this issue. Human genome editing, especially using tools such as CRISPR-Cas9, allows scientists to make precise changes to DNA. Some of those changes affect only the person being treated, while others, if made in sperm, eggs or embryos, could be passed on to future generations. This distinction between somatic and heritable editing shapes much of the disagreement.",0.7193364,0.7648466,0.7771007,0.7535555,0.7642716,0.7145092,C,0.7771007,0.012254059,C,E
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,1,121,"A first body of hope focuses on the relief of suffering. For families affected by serious genetic conditions such as cystic fibrosis, Huntington’s disease or muscular dystrophy, genome editing offers the possibility of correcting the underlying cause rather than merely managing symptoms. Somatic therapies, which modify cells in a patient’s body, are already being developed for some blood disorders and cancers. For families with inherited conditions, heritable editing could mean that children are born free of a disease that has affected generations. Some parents argue that they have a moral obligation to avoid preventable suffering where safe and effective means exist. Researchers also point to potential long-term benefits, including reduced healthcare costs and the easing of burdens on families and carers.",0.733362,0.734243,0.736376,0.76658237,0.7226311,0.72504675,D,0.76658237,0.030206382,D,D
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,2,113,"At the same time, a second perspective stresses scientific caution. Genes rarely act alone, and changing one part of the genome may have unexpected effects elsewhere. There is also the risk of off-target changes, where the editing tool cuts DNA in unintended places, potentially causing new health problems. If heritable changes are made, any mistake could affect not only a child but that child’s descendants. Many scientists and bioethicists have therefore called for a moratorium on heritable editing until safety is better understood and broad social consensus is reached. Even for somatic editing, supporters of this view argue that rigorous trials, long-term follow-up and transparent oversight are essential before treatments become widely available.",0.7696403,0.7875191,0.78134537,0.7524935,0.77279943,0.73214144,B,0.7875191,0.00617373,B,A
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,3,102,"Another set of views focuses on the moral status of embryos and the limits of human intervention. For some faith traditions and philosophical positions, altering the human germline crosses a line into territory that should be left alone, sometimes described as playing God or violating human dignity. Others argue differently: if we have the power to safely relieve serious suffering, refusing to use it could itself be ethically questionable. In this view, genome editing is simply an extension of medicine, provided it is aimed at genuine therapy rather than enhancement. The tension between humility and compassion runs through much of the debate.",0.7455492,0.73606074,0.77073836,0.7810231,0.7689067,0.75372154,D,0.7810231,0.010284722,D,D
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,4,114,"Disability communities offer a particularly important perspective. Some people with genetic conditions strongly support research that could cure or prevent disease. Others warn that the push to eliminate genetic conditions can send a harmful message that disabled lives are not worth living. They point to the long history of eugenics and to the pressures parents already face after prenatal diagnosis. They ask whether genome editing would make society less welcoming of people with disabilities, or reduce support for those living with genetic conditions. At the same time, some disability advocates draw a distinction between relieving medical suffering and eliminating human diversity. The line, they note, is not always clear and needs careful public discussion.",0.7272983,0.75145876,0.7518015,0.747644,0.7402948,0.71805465,C,0.7518015,0.0003427267,C,A
