run_id,model,repetition,paragraph_index,sentence_index,n_words,context,anaphoric,text,discourse,verdict,attribution,attribution_scoped,attributed
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,1,5,24,"Many people who support somatic therapies nevertheless believe germline editing should be prohibited, or at least delayed until questions of safety, consent and social impact are addressed.",False,"Others reply that if we can safely prevent a serious inherited disease from being passed on, it would be wrong not to use it.",C,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,2,0,6,,False,A central hope is medical relief.,A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,2,1,25,A central hope is medical relief.,False,"Families affected by conditions such as Huntington’s disease, cystic fibrosis, sickle cell disease or Tay-Sachs disease have long lived with pain, disability and early death.",C,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,2,2,14,"Families affected by conditions such as Huntington’s disease, cystic fibrosis, sickle cell disease or Tay-Sachs disease have long lived with pain, disability and early death.",False,"For them, genome editing can seem like a long-awaited chance to avoid devastating diagnoses.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,2,3,26,"For them, genome editing can seem like a long-awaited chance to avoid devastating diagnoses.",False,"Somatic therapies are already being developed for blood disorders and some cancers, and many patient advocates argue that too much caution would deny people life-saving treatment.",A,aligned,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,2,4,19,"Somatic therapies are already being developed for blood disorders and some cancers, and many patient advocates argue that too much caution would deny people life-saving treatment.",False,"In this view, the ethical imperative is to heal, and editing is simply a more precise form of medicine.",A,aligned,framing,framing,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,0,5,,False,Safety is the strongest counterweight.,A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,1,14,Safety is the strongest counterweight.,False,"Even precise tools can produce off-target changes, meaning unintended edits elsewhere in the genome.",A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,2,13,"Even precise tools can produce off-target changes, meaning unintended edits elsewhere in the genome.",False,"In a somatic therapy, an error may harm the patient but remain contained.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,3,21,"In a somatic therapy, an error may harm the patient but remain contained.",False,"In germline editing, an error could be inherited by every cell of a future person and then passed down the generations.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,4,24,"In germline editing, an error could be inherited by every cell of a future person and then passed down the generations.",False,"Because consequences may not appear for decades, some scientists and ethicists argue that heritable editing cannot be considered safe enough for the foreseeable future.",A,dismissed,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,5,21,"Because consequences may not appear for decades, some scientists and ethicists argue that heritable editing cannot be considered safe enough for the foreseeable future.",True,They emphasise that we lack the ability to reverse mistakes and that laboratory success in animals does not guarantee human outcomes.,A,dismissed,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,6,16,They emphasise that we lack the ability to reverse mistakes and that laboratory success in animals does not guarantee human outcomes.,True,This caution is often accompanied by a call for more basic research before any clinical use.,C,aligned,direct,inherited,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,4,0,14,,False,Consent and the rights of future generations are central to debates over germline editing.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,4,1,23,Consent and the rights of future generations are central to debates over germline editing.,False,"A patient can consent to a somatic treatment, but an embryo cannot consent to having its genome altered, and future descendants certainly cannot.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,4,2,31,"A patient can consent to a somatic treatment, but an embryo cannot consent to having its genome altered, and future descendants certainly cannot.",False,"Some argue that parents already make profound decisions for their children, including medical treatment and education, so choosing to avoid a serious genetic disease is a legitimate extension of parental responsibility.",B,reported,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,4,3,31,"Some argue that parents already make profound decisions for their children, including medical treatment and education, so choosing to avoid a serious genetic disease is a legitimate extension of parental responsibility.",False,"Others worry that germline editing crosses a line because it changes the child’s genetic makeup before the child exists, potentially shaping the child’s identity in ways the child can never reject.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,4,4,23,"Others worry that germline editing crosses a line because it changes the child’s genetic makeup before the child exists, potentially shaping the child’s identity in ways the child can never reject.",True,This leads to deeper disagreements about whether the human genome is a common inheritance that should not be permanently modified by one generation.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,5,0,6,,False,Equity and access are recurring concerns.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,5,1,20,Equity and access are recurring concerns.,False,"If genome editing is expensive, it may be available only to the wealthy, creating a new form of biological inequality.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,5,2,20,"If genome editing is expensive, it may be available only to the wealthy, creating a new form of biological inequality.",False,"Even if Australia’s public health system eventually funds some treatments, expensive technologies can still widen gaps within and between countries.",A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,5,3,19,"Even if Australia’s public health system eventually funds some treatments, expensive technologies can still widen gaps within and between countries.",False,"Some participants may fear that editing will become a luxury service, reinforcing existing advantages in health, education and appearance.",A,reported,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,5,4,27,"Some participants may fear that editing will become a luxury service, reinforcing existing advantages in health, education and appearance.",False,"Others argue that unequal access is a reason to regulate and subsidise beneficial uses, not to ban them, because every new medical technology starts out unevenly distributed.",B,aligned,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,0,11,,False,A particularly contested area is the boundary between therapy and enhancement.,A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,1,25,A particularly contested area is the boundary between therapy and enhancement.,False,"Many people support editing to treat or prevent disease but oppose using it to select or enhance traits such as height, intelligence, strength or appearance.",A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,2,15,"Many people support editing to treat or prevent disease but oppose using it to select or enhance traits such as height, intelligence, strength or appearance.",True,They worry about designer babies and a slippery slope from medical need to parental preference.,C,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,3,11,They worry about designer babies and a slippery slope from medical need to parental preference.,False,Yet the line between prevention and enhancement is not always clear.,A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,4,12,Yet the line between prevention and enhancement is not always clear.,False,Is editing to remove a genetic variant that increases cancer risk therapy?,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,5,6,Is editing to remove a genetic variant that increases cancer risk therapy?,False,Is selecting for stronger immunity enhancement?,A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,6,34,Is selecting for stronger immunity enhancement?,False,"Some people see no moral problem with parents wanting to give their child advantages, while others believe that treating children as products to be designed undermines the unconditional love and acceptance that children deserve.",B,reported,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,7,0,6,,False,Disability perspectives add an important voice.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,7,1,25,Disability perspectives add an important voice.,False,Some people with disabilities and their advocates warn that the push to eliminate genetic conditions can devalue the lives of those living with those conditions.,B,aligned,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,7,2,23,Some people with disabilities and their advocates warn that the push to eliminate genetic conditions can devalue the lives of those living with those conditions.,True,They argue that society should focus on removing barriers and improving inclusion rather than assuming that disabled lives are tragedies to be prevented.,B,aligned,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,7,3,24,They argue that society should focus on removing barriers and improving inclusion rather than assuming that disabled lives are tragedies to be prevented.,False,"At the same time, other people with lived experience of disability or serious illness strongly support research that could spare future children from suffering.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,7,4,22,"At the same time, other people with lived experience of disability or serious illness strongly support research that could spare future children from suffering.",True,"Both views can be held sincerely, and the assembly may need to hold them together rather than treating one as obviously right.",A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,8,0,9,,False,"Religious, spiritual and cultural values also shape public views.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,8,1,18,"Religious, spiritual and cultural values also shape public views.",False,Some traditions regard the human genome as sacred or as a gift that should not be fundamentally altered.,C,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,8,2,14,Some traditions regard the human genome as sacred or as a gift that should not be fundamentally altered.,False,The language of playing God expresses a caution about human hubris and unintended consequences.,C,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,8,3,26,The language of playing God expresses a caution about human hubris and unintended consequences.,False,Others within the same traditions may argue that healing is a moral duty and that using our intelligence to prevent disease respects the gift of life.,C,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,8,4,21,Others within the same traditions may argue that healing is a moral duty and that using our intelligence to prevent disease respects the gift of life.,False,"Secular perspectives vary too: some emphasise individual reproductive liberty, while others prioritise social justice, precaution or the protection of future generations.",A,reported,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,8,5,9,"Secular perspectives vary too: some emphasise individual reproductive liberty, while others prioritise social justice, precaution or the protection of future generations.",True,These values cannot easily be separated from personal identity.,B,aligned,direct,inherited,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,9,0,6,,False,Australia’s current regulatory situation is cautious.,C,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,9,1,28,Australia’s current regulatory situation is cautious.,False,"Heritable human genome editing for reproduction is not currently permitted, research using human embryos is tightly controlled, and any significant change would require careful public and parliamentary consideration.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,9,2,17,"Heritable human genome editing for reproduction is not currently permitted, research using human embryos is tightly controlled, and any significant change would require careful public and parliamentary consideration.",False,Some people believe this caution is appropriate and that Australia should be a leader in strong oversight.,C,dismissed,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,9,3,25,Some people believe this caution is appropriate and that Australia should be a leader in strong oversight.,False,"Others argue that overly restrictive laws will drive research and patients overseas, and that Australia should develop a regulated pathway for safe and ethical uses.",A,reported,named,named,True
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,9,4,26,"Others argue that overly restrictive laws will drive research and patients overseas, and that Australia should develop a regulated pathway for safe and ethical uses.",False,"International debates reveal similar tensions: some countries have banned germline editing, others have permissive research frameworks, and many are waiting for greater scientific and social consensus.",A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,10,0,18,,False,"In the end, this assembly is being asked to deliberate on a question that has no single answer.",B,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,10,1,25,"In the end, this assembly is being asked to deliberate on a question that has no single answer.",False,"The task is not to choose between science and ethics, but to weigh competing goods: relief of suffering, safety, consent, equality, inclusion, freedom and responsibility.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,10,2,19,"The task is not to choose between science and ethics, but to weigh competing goods: relief of suffering, safety, consent, equality, inclusion, freedom and responsibility.",False,"By recognising the range of views, participants can move beyond slogans and engage with the underlying values at stake.",A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,10,3,24,"By recognising the range of views, participants can move beyond slogans and engage with the underlying values at stake.",True,"That is the purpose of this report: to open the landscape before you, so that your deliberations can be informed, respectful and genuinely democratic.",A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,0,0,24,,True,This report offers a broad map of the views that Australians and people around the world bring to the question of human genome editing.,A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,0,1,28,This report offers a broad map of the views that Australians and people around the world bring to the question of human genome editing.,True,"It is not intended to recommend a position, but to help assembly participants recognise the range of hopes, concerns, values and arguments that are likely to shape deliberation.",A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,1,0,22,,False,"Human genome editing refers to technologies, such as CRISPR, that allow scientists to make precise changes to the DNA of living cells.",A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,1,1,16,"Human genome editing refers to technologies, such as CRISPR, that allow scientists to make precise changes to the DNA of living cells.",False,Some changes affect only the person being treated and are not passed on to their children.,B,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,1,2,21,Some changes affect only the person being treated and are not passed on to their children.,True,"These are called somatic edits and are already being tested for conditions such as some cancers, blood disorders and inherited blindness.",C,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,1,3,13,"These are called somatic edits and are already being tested for conditions such as some cancers, blood disorders and inherited blindness.",False,"Other changes are made to embryos, eggs, sperm or very early reproductive cells.",C,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,1,4,12,"Other changes are made to embryos, eggs, sperm or very early reproductive cells.",True,These are called germline edits and can be inherited by future generations.,B,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,1,5,27,These are called germline edits and can be inherited by future generations.,False,"Much of the public debate focuses on germline editing because its effects could permanently alter a family’s genetic inheritance and, over time, the broader human gene pool.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,2,0,15,,False,"For many people, the strongest hope is that genome editing could relieve profound human suffering.",A,aligned,framing,framing,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,2,1,39,"For many people, the strongest hope is that genome editing could relieve profound human suffering.",False,"Parents who carry genes for serious conditions such as cystic fibrosis, Huntington’s disease, Tay-Sachs disease or certain inherited cancers often describe the anguish of watching a child become ill or of deciding whether to risk passing a condition on.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,2,2,30,"Parents who carry genes for serious conditions such as cystic fibrosis, Huntington’s disease, Tay-Sachs disease or certain inherited cancers often describe the anguish of watching a child become ill or of deciding whether to risk passing a condition on.",False,"Some see germline editing as a natural extension of existing reproductive choices, offering families the chance to have children who are biologically related to them without transmitting a devastating disease.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,2,3,27,"Some see germline editing as a natural extension of existing reproductive choices, offering families the chance to have children who are biologically related to them without transmitting a devastating disease.",False,"Patient advocacy groups sometimes argue that once a technology is safe enough, there is a moral duty to use it to prevent severe illness and premature death.",A,aligned,named,named,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,2,4,19,"Patient advocacy groups sometimes argue that once a technology is safe enough, there is a moral duty to use it to prevent severe illness and premature death.",False,"From this perspective, not pursuing a technology that could spare future children from suffering would itself be ethically troubling.",B,aligned,framing,framing,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,0,9,,False,A second major theme is safety and scientific uncertainty.,A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,1,19,A second major theme is safety and scientific uncertainty.,False,"Although CRISPR is often described as precise, it can still make unintended changes to other parts of the genome.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,2,22,"Although CRISPR is often described as precise, it can still make unintended changes to other parts of the genome.",False,"Even a small off-target edit could cause cancer, developmental problems or other health issues that may not become apparent for many years.",A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,3,24,"Even a small off-target edit could cause cancer, developmental problems or other health issues that may not become apparent for many years.",False,"In germline editing, these risks would be borne by a child who cannot consent, and would then be passed on to that child’s descendants.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,4,34,"In germline editing, these risks would be borne by a child who cannot consent, and would then be passed on to that child’s descendants.",False,"Many scientists and bioethicists therefore argue that heritable genome editing should not proceed until there is much stronger evidence that it is safe, and until there is broad social agreement that it is acceptable.",A,dismissed,named,named,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,5,13,"Many scientists and bioethicists therefore argue that heritable genome editing should not proceed until there is much stronger evidence that it is safe, and until there is broad social agreement that it is acceptable.",False,Some call for an international moratorium on clinical germline editing while research continues.,C,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,6,18,Some call for an international moratorium on clinical germline editing while research continues.,False,"Others believe that a permanent prohibition is unnecessary if strict oversight and staged, transparent research can be developed.",A,reported,named,named,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,4,0,10,,False,"Religious, spiritual and philosophical traditions also shape many Australians’ views.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,4,1,24,"Religious, spiritual and philosophical traditions also shape many Australians’ views.",False,"For some, editing an embryo raises deep concerns about the moral status of the embryo and about whether humans are overstepping their proper limits.",B,aligned,framing,framing,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,4,2,27,"For some, editing an embryo raises deep concerns about the moral status of the embryo and about whether humans are overstepping their proper limits.",False,The language of “playing God” is sometimes used to express a worry that we are treating human life as a manufactured product rather than as a gift.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,4,3,29,The language of “playing God” is sometimes used to express a worry that we are treating human life as a manufactured product rather than as a gift.,False,"Some religious thinkers, however, interpret the call to heal the sick as supporting therapeutic genome editing, provided it is not used to destroy embryos or to redesign human nature.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,4,4,21,"Some religious thinkers, however, interpret the call to heal the sick as supporting therapeutic genome editing, provided it is not used to destroy embryos or to redesign human nature.",False,"Others from secular traditions may not appeal to God but still worry about hubris, unintended consequences and the commodification of children.",A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,4,5,32,"Others from secular traditions may not appeal to God but still worry about hubris, unintended consequences and the commodification of children.",True,"These perspectives remind us that the debate is not only about safety and effectiveness; it is also about what it means to be human, to be a parent and to accept limits.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,5,0,9,,False,Disability communities and their allies contribute a vital perspective.,B,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,5,1,25,Disability communities and their allies contribute a vital perspective.,False,Many disabled people and advocates warn that editing out genes associated with disability can send a powerful message that disabled lives are less worth living.,B,aligned,named,named,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,5,2,24,Many disabled people and advocates warn that editing out genes associated with disability can send a powerful message that disabled lives are less worth living.,True,"They argue that society often exaggerates the suffering caused by disability while underestimating the barriers created by discrimination, inaccessible environments and lack of support.",B,aligned,named,named,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,5,3,33,"They argue that society often exaggerates the suffering caused by disability while underestimating the barriers created by discrimination, inaccessible environments and lack of support.",False,"For some, the push to eliminate conditions such as Down syndrome or deafness is a form of modern eugenics, even if it is carried out through individual parental choice rather than state coercion.",A,dismissed,framing,framing,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,5,4,26,"For some, the push to eliminate conditions such as Down syndrome or deafness is a form of modern eugenics, even if it is carried out through individual parental choice rather than state coercion.",False,"At the same time, some people living with serious genetic conditions do support research that could prevent others from experiencing pain, frequent hospitalisation or early death.",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,5,5,28,"At the same time, some people living with serious genetic conditions do support research that could prevent others from experiencing pain, frequent hospitalisation or early death.",False,The key tension is between respecting the dignity and equality of people with disabilities and recognising the genuine desire of parents to avoid serious illness in their children.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,0,9,,False,Social justice and equity concerns are prominent as well.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,1,24,Social justice and equity concerns are prominent as well.,False,"New genetic technologies are often expensive, and if genome editing becomes available only through private clinics, the benefits may flow mainly to wealthy families.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,2,15,"New genetic technologies are often expensive, and if genome editing becomes available only through private clinics, the benefits may flow mainly to wealthy families.",True,"This could deepen existing health inequalities, both within Australia and between wealthy and poorer countries.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,3,22,"This could deepen existing health inequalities, both within Australia and between wealthy and poorer countries.",False,"Rural and remote communities, Aboriginal and Torres Strait Islander peoples, and people on low incomes already face barriers to high-quality health care.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,4,34,"Rural and remote communities, Aboriginal and Torres Strait Islander peoples, and people on low incomes already face barriers to high-quality health care.",True,"There is also concern about genetic discrimination: if people are expected to edit their children’s genomes to avoid disease, those who cannot afford it, or who choose not to, may be blamed or penalised.",B,aligned,impersonal,impersonal,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,5,8,"There is also concern about genetic discrimination: if people are expected to edit their children’s genomes to avoid disease, those who cannot afford it, or who choose not to, may be blamed or penalised.",False,Some fear the emergence of a genetic underclass.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,6,16,Some fear the emergence of a genetic underclass.,False,"Fair access, public funding and protection against genetic discrimination are therefore central issues for many Australians.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,0,15,,False,The distinction between therapy and enhancement is often raised but can be difficult to draw.,A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,1,25,The distinction between therapy and enhancement is often raised but can be difficult to draw.,False,"Many people support editing to treat or prevent serious disease, but oppose its use to enhance traits such as intelligence, physical strength, appearance or temperament.",A,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,2,9,"Many people support editing to treat or prevent serious disease, but oppose its use to enhance traits such as intelligence, physical strength, appearance or temperament.",False,Yet the line between prevention and enhancement can blur.,A,dismissed,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,3,22,Yet the line between prevention and enhancement can blur.,False,"Would editing out a gene linked to high cholesterol be therapy, while editing in a gene linked to better memory be enhancement?",A,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,4,7,"Would editing out a gene linked to high cholesterol be therapy, while editing in a gene linked to better memory be enhancement?",False,What about choosing height or eye colour?,C,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,5,26,What about choosing height or eye colour?,False,"For some, enhancement is not inherently wrong and could even be seen as a legitimate expression of parental aspiration, much like providing good nutrition or education.",A,aligned,framing,framing,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,6,28,"For some, enhancement is not inherently wrong and could even be seen as a legitimate expression of parental aspiration, much like providing good nutrition or education.",False,"For others, enhancement raises the spectre of “designer babies,” a competitive consumer culture and a new form of eugenics in which certain human traits are ranked as superior.",A,dismissed,framing,framing,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,7,27,"For others, enhancement raises the spectre of “designer babies,” a competitive consumer culture and a new form of eugenics in which certain human traits are ranked as superior.",False,"Australia’s history, including eugenic practices that targeted Indigenous people and people with disabilities, makes many wary of any social pressure to produce a particular kind of child.",B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,8,0,11,,False,Consent and the rights of future generations are another recurring concern.,B,aligned,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,8,1,26,Consent and the rights of future generations are another recurring concern.,False,"A child born after germline editing has not consented to the change, yet will carry it in every cell and may pass it to their children.",B,reported,direct,direct,False
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,8,2,26,"A child born after germline editing has not consented to the change, yet will carry it in every cell and may pass it to their children.",False,"Some argue that parents already make life-changing decisions for their children, such as where to live, what religion to practise and what medical treatments to accept.",B,aligned,named,named,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,8,3,14,"Some argue that parents already make life-changing decisions for their children, such as where to live, what religion to practise and what medical treatments to accept.",False,"On this view, using genome editing to prevent serious disease is not fundamentally different.",C,aligned,framing,framing,True
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,8,4,39,"On this view, using genome editing to prevent serious disease is not fundamentally different.",False,"Others respond that heritable genetic changes are different in kind because they affect not only one child but an entire line of descendants, and because they alter the genetic makeup of future people before they can have any say.",B,aligned,named,named,True
