run_id,model,repetition,paragraph_index,n_words,text,sim_A,sim_B,sim_C,sim_D,top_discourse,top_similarity,runner_up_margin,assigned,assigned_centred
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,3,98,"Yet safety remains a central concern. CRISPR and similar tools are not perfectly precise. Off-target changes could trigger unexpected health problems, and even an intended edit may have effects that are not understood for many years. In heritable editing these risks are not limited to one patient; they could be inherited by the child’s descendants. Because long-term consequences are hard to study without crossing ethical lines, many scientists and bioethicists argue that heritable editing should not proceed in reproduction until there is far stronger evidence of safety, and until there is broad social agreement about its acceptable uses.",0.7672154,0.7512415,0.7428733,0.74017096,A,0.7672154,0.015973866,A,A
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,4,134,"Alongside safety sit deeper concerns about eugenics and the value of human diversity. Disability advocates often warn that enthusiasm for removing genes associated with deafness, short stature, autism or other conditions can send a message that disabled lives are less worthy. They argue that many problems faced by disabled people arise not from their bodies but from inaccessible environments, discrimination and inadequate support. From this perspective, editing genes to prevent disability may be a shortcut that avoids the harder work of building an inclusive society. Others respond that parents who want to avoid severe pain, disability or early death for their child are not rejecting disabled people; they are trying to be responsible and compassionate. This tension between celebrating diversity and preventing suffering is one of the most emotionally charged parts of the debate.",0.7057586,0.75428855,0.7275969,0.6930455,B,0.75428855,0.026691675,B,B
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,5,118,"Parents and prospective parents often experience this tension personally. Some adults living with genetic conditions say they would not want to pass the condition on, while others say their condition is part of their identity and that they would not edit it away. Some parents feel a strong duty to use any available technology to give their child the best possible chance in life. At the same time, if genetic testing or editing becomes normalised, parents may feel pressure to use it, and could be blamed if they do not. This raises questions about reproductive freedom and whether choice can remain genuinely free in a society with strong ideas about what a healthy or acceptable child should be.",0.6918057,0.7509307,0.70165646,0.6770278,B,0.7509307,0.049274266,B,B
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,6,141,"Religious and cultural perspectives add further layers. Some traditions see human life and the genome as sacred or given by God, and regard deliberate changes to the germline as overstepping human limits, while still allowing somatic medicine as a form of healing. Others emphasise that humans are called to be stewards or co-creators and see carefully regulated editing as an extension of medicine. Among Indigenous Australians, views are diverse, but many emphasise the connectedness of people, land, ancestors and future generations. Genetic material can be understood not merely as individual property but as part of a collective inheritance. This raises specific concerns about consent, cultural authority, respect for traditional knowledge and the risk that human genetic variation is treated as a commodity. Listening to these perspectives matters because genome editing touches not only individual patients but also family, community and country.",0.7660312,0.7906104,0.7749911,0.72591907,B,0.7906104,0.015619278,B,C
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,7,107,"Fairness and justice are also central. New genetic therapies are often extremely expensive. If genome editing becomes available mainly to those who can pay large sums, it could deepen existing health inequalities. There is also a global dimension: research priorities may focus on diseases that affect wealthy countries while neglecting conditions that affect poorer regions. Some argue that any future approval of genome editing should be accompanied by public funding, universal access and safeguards against discrimination by insurers or employers. Others point out that overly strict regulation may slow innovation and encourage people to travel to countries with weaker rules, which can create new risks and injustices.",0.7247301,0.75453806,0.69670796,0.68685997,B,0.75453806,0.029807985,B,B
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,8,142,"Australian governance will need to respond to this complex landscape. Somatic gene therapies are generally regulated as medicines, and research involving human embryos is subject to strict laws; heritable genome editing for reproduction is not currently permitted. Many Australians trust these safeguards, but trust has been shaken internationally by cases such as the 2018 announcement that embryos had been edited and babies born in China. That case reminded the world that technology can move faster than law and that individual scientists can act outside agreed norms. It also intensified calls for clear national laws and international cooperation. Some citizens favour a moratorium on heritable editing until safety and social consensus are established. Others argue that blanket prohibitions prevent responsible research that could eventually relieve suffering. Still others believe certain uses, such as editing for enhancement or non-medical traits, should never be allowed.",0.72329724,0.7244599,0.7070966,0.68037796,B,0.7244599,0.0011626482,B,A
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,9,106,"Underneath these positions are different ways of weighing values. Some prioritise the relief of suffering and the freedom of families to make reproductive choices. Others prioritise precaution, the protection of future generations, the dignity of existing disabled people and the need to avoid repeating past eugenic abuses. Some place their trust in science and expert oversight, while others remember Australia’s own history of forced sterilisation and institutional abuse and therefore demand strong democratic control. Many people hold several of these views at once: they hope for cures but fear a slippery slope; they want choice but worry about pressure; they welcome innovation but insist on fairness.",0.70240283,0.64898247,0.6901171,0.6720474,A,0.70240283,0.012285709,A,A
deepseek__deepseek-v4-pro-0813__rep06,deepseek/deepseek-v4-pro-0813,6,10,86,"The citizens’ assembly is a space where these perspectives can be examined together. The task is not to decide whether genome editing is simply good or bad, but to consider what conditions, limits, safeguards and forms of oversight would be needed for Australians to feel confident that any permitted uses are safe, fair and respectful of the many values in society. By understanding the landscape of hopes and concerns, participants can begin to deliberate on the kind of future they want to allow, prevent and shape.",0.7881051,0.7892903,0.7493433,0.73674875,B,0.7892903,0.0011852384,B,A
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,0,87,"Human genome editing raises questions that go well beyond the laboratory. As you begin your deliberations, it helps to recognise that Australians approach this issue with very different starting points. Some see it as a powerful new way to relieve suffering; others see it as a threat to human dignity, equality or the natural order. This report surveys the hopes, values, concerns and arguments that commonly appear in public debate, so that the assembly can engage with the full range of perspectives before forming its own judgements.",0.7822059,0.811275,0.77545995,0.752525,B,0.811275,0.029069126,B,B
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,1,129,"At the most basic level, there is an important distinction between somatic and inherited, or germline, editing. Somatic editing changes genetic material in a patient’s body cells to treat that individual, and it is widely viewed as a promising extension of medicine, though not without safety concerns. Germline editing changes the DNA in embryos, eggs, sperm or very early cells so that the alteration can be passed to future generations. That heritable dimension changes the ethical stakes dramatically. Many people who support somatic therapies nevertheless believe germline editing should be prohibited, or at least delayed until questions of safety, consent and social impact are addressed. Others reply that if we can safely prevent a serious inherited disease from being passed on, it would be wrong not to use it.",0.7626575,0.774248,0.757009,0.7406827,B,0.774248,0.011590481,B,A
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,2,90,"A central hope is medical relief. Families affected by conditions such as Huntington’s disease, cystic fibrosis, sickle cell disease or Tay-Sachs disease have long lived with pain, disability and early death. For them, genome editing can seem like a long-awaited chance to avoid devastating diagnoses. Somatic therapies are already being developed for blood disorders and some cancers, and many patient advocates argue that too much caution would deny people life-saving treatment. In this view, the ethical imperative is to heal, and editing is simply a more precise form of medicine.",0.7724922,0.76757777,0.76111627,0.73631835,A,0.7724922,0.004914403,A,A
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,3,114,"Safety is the strongest counterweight. Even precise tools can produce off-target changes, meaning unintended edits elsewhere in the genome. In a somatic therapy, an error may harm the patient but remain contained. In germline editing, an error could be inherited by every cell of a future person and then passed down the generations. Because consequences may not appear for decades, some scientists and ethicists argue that heritable editing cannot be considered safe enough for the foreseeable future. They emphasise that we lack the ability to reverse mistakes and that laboratory success in animals does not guarantee human outcomes. This caution is often accompanied by a call for more basic research before any clinical use.",0.7523802,0.70930284,0.7226107,0.71997577,A,0.7523802,0.02976948,A,A
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,4,122,"Consent and the rights of future generations are central to debates over germline editing. A patient can consent to a somatic treatment, but an embryo cannot consent to having its genome altered, and future descendants certainly cannot. Some argue that parents already make profound decisions for their children, including medical treatment and education, so choosing to avoid a serious genetic disease is a legitimate extension of parental responsibility. Others worry that germline editing crosses a line because it changes the child’s genetic makeup before the child exists, potentially shaping the child’s identity in ways the child can never reject. This leads to deeper disagreements about whether the human genome is a common inheritance that should not be permanently modified by one generation.",0.7755637,0.8189033,0.780288,0.73660946,B,0.8189033,0.038615346,B,B
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,5,92,"Equity and access are recurring concerns. If genome editing is expensive, it may be available only to the wealthy, creating a new form of biological inequality. Even if Australia’s public health system eventually funds some treatments, expensive technologies can still widen gaps within and between countries. Some participants may fear that editing will become a luxury service, reinforcing existing advantages in health, education and appearance. Others argue that unequal access is a reason to regulate and subsidise beneficial uses, not to ban them, because every new medical technology starts out unevenly distributed.",0.74007386,0.8018774,0.7267002,0.7176662,B,0.8018774,0.06180352,B,B
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,6,114,"A particularly contested area is the boundary between therapy and enhancement. Many people support editing to treat or prevent disease but oppose using it to select or enhance traits such as height, intelligence, strength or appearance. They worry about designer babies and a slippery slope from medical need to parental preference. Yet the line between prevention and enhancement is not always clear. Is editing to remove a genetic variant that increases cancer risk therapy? Is selecting for stronger immunity enhancement? Some people see no moral problem with parents wanting to give their child advantages, while others believe that treating children as products to be designed undermines the unconditional love and acceptance that children deserve.",0.76737076,0.77185583,0.759055,0.74686944,B,0.77185583,0.0044850707,B,A
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,7,100,"Disability perspectives add an important voice. Some people with disabilities and their advocates warn that the push to eliminate genetic conditions can devalue the lives of those living with those conditions. They argue that society should focus on removing barriers and improving inclusion rather than assuming that disabled lives are tragedies to be prevented. At the same time, other people with lived experience of disability or serious illness strongly support research that could spare future children from suffering. Both views can be held sincerely, and the assembly may need to hold them together rather than treating one as obviously right.",0.657434,0.6820974,0.67975986,0.63134736,B,0.6820974,0.0023375154,B,C
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,8,97,"Religious, spiritual and cultural values also shape public views. Some traditions regard the human genome as sacred or as a gift that should not be fundamentally altered. The language of playing God expresses a caution about human hubris and unintended consequences. Others within the same traditions may argue that healing is a moral duty and that using our intelligence to prevent disease respects the gift of life. Secular perspectives vary too: some emphasise individual reproductive liberty, while others prioritise social justice, precaution or the protection of future generations. These values cannot easily be separated from personal identity.",0.71364886,0.7008696,0.7220355,0.68853617,C,0.7220355,0.008386672,C,C
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,9,102,"Australia’s current regulatory situation is cautious. Heritable human genome editing for reproduction is not currently permitted, research using human embryos is tightly controlled, and any significant change would require careful public and parliamentary consideration. Some people believe this caution is appropriate and that Australia should be a leader in strong oversight. Others argue that overly restrictive laws will drive research and patients overseas, and that Australia should develop a regulated pathway for safe and ethical uses. International debates reveal similar tensions: some countries have banned germline editing, others have permissive research frameworks, and many are waiting for greater scientific and social consensus.",0.71719265,0.7066967,0.70910645,0.67766464,A,0.71719265,0.0080862045,A,A
deepseek__deepseek-v4-pro-0813__rep07,deepseek/deepseek-v4-pro-0813,7,10,86,"In the end, this assembly is being asked to deliberate on a question that has no single answer. The task is not to choose between science and ethics, but to weigh competing goods: relief of suffering, safety, consent, equality, inclusion, freedom and responsibility. By recognising the range of views, participants can move beyond slogans and engage with the underlying values at stake. That is the purpose of this report: to open the landscape before you, so that your deliberations can be informed, respectful and genuinely democratic.",0.67403597,0.65462875,0.6454748,0.65803003,A,0.67403597,0.019407213,A,A
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,0,52,"This report offers a broad map of the views that Australians and people around the world bring to the question of human genome editing. It is not intended to recommend a position, but to help assembly participants recognise the range of hopes, concerns, values and arguments that are likely to shape deliberation.",0.81548333,0.8094258,0.79501617,0.7786993,A,0.81548333,0.0060575604,A,A
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,1,111,"Human genome editing refers to technologies, such as CRISPR, that allow scientists to make precise changes to the DNA of living cells. Some changes affect only the person being treated and are not passed on to their children. These are called somatic edits and are already being tested for conditions such as some cancers, blood disorders and inherited blindness. Other changes are made to embryos, eggs, sperm or very early reproductive cells. These are called germline edits and can be inherited by future generations. Much of the public debate focuses on germline editing because its effects could permanently alter a family’s genetic inheritance and, over time, the broader human gene pool.",0.7571951,0.7721952,0.73426306,0.7328131,B,0.7721952,0.015000105,B,B
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,2,130,"For many people, the strongest hope is that genome editing could relieve profound human suffering. Parents who carry genes for serious conditions such as cystic fibrosis, Huntington’s disease, Tay-Sachs disease or certain inherited cancers often describe the anguish of watching a child become ill or of deciding whether to risk passing a condition on. Some see germline editing as a natural extension of existing reproductive choices, offering families the chance to have children who are biologically related to them without transmitting a devastating disease. Patient advocacy groups sometimes argue that once a technology is safe enough, there is a moral duty to use it to prevent severe illness and premature death. From this perspective, not pursuing a technology that could spare future children from suffering would itself be ethically troubling.",0.79758006,0.81105137,0.78476095,0.7716661,B,0.81105137,0.013471305,B,A
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,3,139,"A second major theme is safety and scientific uncertainty. Although CRISPR is often described as precise, it can still make unintended changes to other parts of the genome. Even a small off-target edit could cause cancer, developmental problems or other health issues that may not become apparent for many years. In germline editing, these risks would be borne by a child who cannot consent, and would then be passed on to that child’s descendants. Many scientists and bioethicists therefore argue that heritable genome editing should not proceed until there is much stronger evidence that it is safe, and until there is broad social agreement that it is acceptable. Some call for an international moratorium on clinical germline editing while research continues. Others believe that a permanent prohibition is unnecessary if strict oversight and staged, transparent research can be developed.",0.7799285,0.7506093,0.7546825,0.762115,A,0.7799285,0.025246024,A,A
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,4,143,"Religious, spiritual and philosophical traditions also shape many Australians’ views. For some, editing an embryo raises deep concerns about the moral status of the embryo and about whether humans are overstepping their proper limits. The language of “playing God” is sometimes used to express a worry that we are treating human life as a manufactured product rather than as a gift. Some religious thinkers, however, interpret the call to heal the sick as supporting therapeutic genome editing, provided it is not used to destroy embryos or to redesign human nature. Others from secular traditions may not appeal to God but still worry about hubris, unintended consequences and the commodification of children. These perspectives remind us that the debate is not only about safety and effectiveness; it is also about what it means to be human, to be a parent and to accept limits.",0.75502956,0.7629532,0.7593505,0.7434463,B,0.7629532,0.0036027431,B,C
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,5,145,"Disability communities and their allies contribute a vital perspective. Many disabled people and advocates warn that editing out genes associated with disability can send a powerful message that disabled lives are less worth living. They argue that society often exaggerates the suffering caused by disability while underestimating the barriers created by discrimination, inaccessible environments and lack of support. For some, the push to eliminate conditions such as Down syndrome or deafness is a form of modern eugenics, even if it is carried out through individual parental choice rather than state coercion. At the same time, some people living with serious genetic conditions do support research that could prevent others from experiencing pain, frequent hospitalisation or early death. The key tension is between respecting the dignity and equality of people with disabilities and recognising the genuine desire of parents to avoid serious illness in their children.",0.6614107,0.69751316,0.66983134,0.6389047,B,0.69751316,0.027681828,B,B
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,6,128,"Social justice and equity concerns are prominent as well. New genetic technologies are often expensive, and if genome editing becomes available only through private clinics, the benefits may flow mainly to wealthy families. This could deepen existing health inequalities, both within Australia and between wealthy and poorer countries. Rural and remote communities, Aboriginal and Torres Strait Islander peoples, and people on low incomes already face barriers to high-quality health care. There is also concern about genetic discrimination: if people are expected to edit their children’s genomes to avoid disease, those who cannot afford it, or who choose not to, may be blamed or penalised. Some fear the emergence of a genetic underclass. Fair access, public funding and protection against genetic discrimination are therefore central issues for many Australians.",0.7092457,0.81006604,0.6994891,0.6845051,B,0.81006604,0.10082036,B,B
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,7,159,"The distinction between therapy and enhancement is often raised but can be difficult to draw. Many people support editing to treat or prevent serious disease, but oppose its use to enhance traits such as intelligence, physical strength, appearance or temperament. Yet the line between prevention and enhancement can blur. Would editing out a gene linked to high cholesterol be therapy, while editing in a gene linked to better memory be enhancement? What about choosing height or eye colour? For some, enhancement is not inherently wrong and could even be seen as a legitimate expression of parental aspiration, much like providing good nutrition or education. For others, enhancement raises the spectre of “designer babies,” a competitive consumer culture and a new form of eugenics in which certain human traits are ranked as superior. Australia’s history, including eugenic practices that targeted Indigenous people and people with disabilities, makes many wary of any social pressure to produce a particular kind of child.",0.72180295,0.71823967,0.7096238,0.6969098,A,0.72180295,0.0035632849,A,A
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,8,140,"Consent and the rights of future generations are another recurring concern. A child born after germline editing has not consented to the change, yet will carry it in every cell and may pass it to their children. Some argue that parents already make life-changing decisions for their children, such as where to live, what religion to practise and what medical treatments to accept. On this view, using genome editing to prevent serious disease is not fundamentally different. Others respond that heritable genetic changes are different in kind because they affect not only one child but an entire line of descendants, and because they alter the genetic makeup of future people before they can have any say. This raises deep questions about intergenerational justice and whether the current generation has the right to make permanent genetic decisions on behalf of humanity.",0.7595205,0.8176496,0.7707281,0.7337692,B,0.8176496,0.04692149,B,B
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,9,117,"Australia’s current regulatory setting is also part of the landscape. Somatic gene therapy is regulated as a medical treatment, and some clinical trials are underway. Mitochondrial donation, which involves transferring nuclear DNA to prevent certain rare diseases, was legalised in Australia under strict conditions in 2022. However, heritable genome editing that alters nuclear DNA in human embryos for reproduction remains prohibited. Participants will need to consider whether these arrangements remain appropriate, whether they should be updated, and what kind of oversight, licensing and public consultation would be needed if any changes were made. International bodies such as the World Health Organization have urged caution and called for broad societal dialogue before any country allows heritable genome editing.",0.693548,0.7212482,0.709993,0.65784365,B,0.7212482,0.011255205,B,C
deepseek__deepseek-v4-pro-0813__rep08,deepseek/deepseek-v4-pro-0813,8,10,118,"Finally, cultural diversity within Australia means there is no single set of values about genes, inheritance and reproduction. Aboriginal and Torres Strait Islander peoples may bring distinct cultural and spiritual understandings of ancestry, kinship and obligations to future generations. Many migrant communities draw on religious or cultural traditions that shape their views of embryos, family and medical intervention. Any legitimate policy will need to respect this pluralism while protecting people from harm. The task before the assembly is therefore not simply to decide whether genome editing is good or bad, but to weigh competing values: the relief of suffering against the precautionary principle, individual choice against collective responsibility, openness to innovation against respect for human dignity and equality.",0.7209869,0.756225,0.7466262,0.68792045,B,0.756225,0.009598792,B,C
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,0,125,"Participants in this citizens’ assembly are being asked to consider one of the most consequential questions in modern science: whether and how Australia should permit and regulate the editing of the human genome. Human genome editing refers to techniques, most notably CRISPR, that allow scientists to make precise changes to DNA in living cells. A key distinction in the debate is between somatic editing, where changes affect only the treated individual and are not inherited, and germline or heritable editing, where changes are made to embryos, eggs, sperm, or the cells that give rise to them and could be passed on to future generations. This distinction shapes much of the moral and regulatory landscape, though it is not always as clear-cut as it first appears.",0.7739277,0.79134417,0.7500276,0.7405944,B,0.79134417,0.017416477,B,B
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,1,121,"Many people approach genome editing with hope. For those living with genetic disorders, and for their families, the technology can look like a long-awaited form of medicine. Somatic editing is already being trialled or approved for conditions such as sickle cell disease, some forms of blindness, and certain cancers. From this perspective, genome editing is simply the next step in a long history of medical progress, an extension of the compassion that drives us to heal the sick and relieve suffering. Patient advocates often argue that delaying such therapies, once they are shown to be safe and effective, would be unjust and even cruel. Researchers and clinicians tend to share this view, though many also urge caution about moving too quickly.",0.79328465,0.78241414,0.7693154,0.74893045,A,0.79328465,0.010870516,A,A
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,2,126,"For some people, the hope extends to preventing genetic disease before birth. Parents who know they carry a serious heritable condition may wish to use germline editing to ensure their child is born free of that condition. They may argue that if we can prevent a child from developing a devastating illness, we have a moral reason to do so. This reasoning draws on values such as parental responsibility, compassion, and reproductive freedom. In Australia, the recent legalisation of mitochondrial donation under limited circumstances reflects a cautious willingness to allow some heritable changes in order to prevent severe mitochondrial disease. Supporters of this measure see it as a humane and carefully regulated step, while some critics see it as a movement toward more extensive germline editing.",0.7174285,0.72852486,0.7544155,0.67564535,C,0.7544155,0.025890648,C,C
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,3,122,"On the other side of the debate are deep concerns about safety. Gene editing is still a relatively young technology, and off-target changes, unintended genetic disruptions, and long-term health consequences are not fully understood. These risks are especially serious in germline editing, because mistakes could affect not only a single child but that child’s descendants. A precautionary approach suggests that unless we can be confident the technology is safe, we should not use it in ways that could harm future generations. This concern was heightened after the 2018 announcement that a scientist in China had edited the genomes of twin girls. Many scientists and ethicists responded with alarm, calling for stronger international governance and for a temporary moratorium on clinical germline editing.",0.78622484,0.7980131,0.78916174,0.7819616,B,0.7980131,0.008851349,B,C
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,4,144,"Safety is not the only concern. For many people, the human embryo has special moral status, and manipulating its genome raises profound questions about the sanctity of life and the limits of human intervention. Religious and spiritual traditions differ, but many hold that human life at its earliest stages should not be treated as a mere object of experimentation. Even among people who do not share this view, there is unease about the idea of “playing God” or altering the fundamental fabric of human beings. In Australia, Aboriginal and Torres Strait Islander peoples bring distinctive cultural and spiritual perspectives to questions about genetic heritage, kinship, and the relationship between people, ancestors, and future generations. Any serious public conversation about genome editing must make room for these voices, and must recognise that Western scientific frameworks are not the only ways of understanding inheritance and identity.",0.80086523,0.81890225,0.80606735,0.7620352,B,0.81890225,0.012834907,B,C
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,5,138,"A further set of concerns centres on justice and the legacy of eugenics. Some disability advocates worry that editing out genetic conditions sends a message that disabled people’s lives are less valuable or less worth living. They argue that society should focus on removing barriers and improving support rather than trying to remove disabled people from the population. There are also fears that genome editing could widen existing inequalities. If genetic enhancements or even therapeutic edits are expensive, they may be available only to the wealthy, creating new forms of biological privilege. Historical attempts to control human reproduction, often targeting marginalised groups, make this a particularly sensitive issue. People from communities that have experienced discrimination or forced sterilisation may view the promise of genetic improvement with suspicion, seeing echoes of past eugenic ideologies dressed up in scientific language.",0.76152235,0.80995977,0.75648856,0.7344946,B,0.80995977,0.048437417,B,B
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,6,123,"The line between therapy and enhancement is often invoked in these discussions, but it is contested. Many people support editing to treat or prevent disease but oppose its use for non-medical enhancement, such as increasing height, altering appearance, or boosting intelligence. Others argue that the distinction is hard to maintain in practice, since many traits exist on a spectrum and what counts as disease is shaped by social norms. A small minority, including some transhumanists and libertarians, argues that parents should be free to enhance their children’s genetic endowments, just as they already seek to improve them through education, nutrition, and other means. Most Australians, however, appear cautious about enhancement, and public opinion tends to support therapeutic uses far more than enhancement uses.",0.73544645,0.7103891,0.7208331,0.7083509,A,0.73544645,0.01461333,A,A
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,7,100,"Finally, there are questions about who gets to decide. Because heritable editing affects future generations, no one whose genes are changed can consent. This creates a unique ethical problem: we would be making irreversible choices on behalf of people who do not yet exist. Some argue that this makes germline editing intrinsically unacceptable, while others reply that parents already make countless decisions for their children, including decisions with genetic consequences, such as choosing a reproductive partner or using preimplantation genetic testing. Still, the lack of consent from future generations places a heavy burden of justification on any proposal to proceed.",0.7267673,0.7659143,0.7301346,0.7095444,B,0.7659143,0.035779715,B,B
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,8,77,"In Australia, the current regulatory framework reflects a mix of caution and openness. Somatic gene therapies are regulated as therapeutic goods, while heritable editing of embryos for reproduction is not permitted, and research involving human embryos is tightly restricted. The recent mitochondrial donation law shows that the community and Parliament can, in some circumstances, accept a carefully bounded form of heritable genetic change. But that decision followed years of consultation and ethical debate, and it remains controversial.",0.6617025,0.66898036,0.6864016,0.6271756,C,0.6864016,0.017421246,C,C
deepseek__deepseek-v4-pro-0813__rep09,deepseek/deepseek-v4-pro-0813,9,9,108,"As the assembly deliberates, it may help to remember that people come to this issue with different starting points. Some begin from the experience of watching a loved one suffer from a genetic condition. Others begin from a commitment to protecting the embryo. Still others begin from concern about the power of technology to reshape society, or from hope that it might reduce suffering. These perspectives are not always easy to reconcile. The task is not to decide which worldview is correct, but to consider how a pluralist society like Australia can govern a powerful technology in a way that is safe, just, and deserving of public trust.",0.71544176,0.7327818,0.7291924,0.687946,B,0.7327818,0.0035894513,B,C
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,0,82,"As you prepare to deliberate on human genome editing, it may help to step back and survey the landscape of views that Australians bring to this issue. Human genome editing, especially using tools such as CRISPR-Cas9, allows scientists to make precise changes to DNA. Some of those changes affect only the person being treated, while others, if made in sperm, eggs or embryos, could be passed on to future generations. This distinction between somatic and heritable editing shapes much of the disagreement.",0.78279746,0.8000884,0.7712736,0.74586314,B,0.8000884,0.01729095,B,B
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,1,121,"A first body of hope focuses on the relief of suffering. For families affected by serious genetic conditions such as cystic fibrosis, Huntington’s disease or muscular dystrophy, genome editing offers the possibility of correcting the underlying cause rather than merely managing symptoms. Somatic therapies, which modify cells in a patient’s body, are already being developed for some blood disorders and cancers. For families with inherited conditions, heritable editing could mean that children are born free of a disease that has affected generations. Some parents argue that they have a moral obligation to avoid preventable suffering where safe and effective means exist. Researchers also point to potential long-term benefits, including reduced healthcare costs and the easing of burdens on families and carers.",0.746044,0.7450682,0.7305812,0.7077524,A,0.746044,0.00097578764,A,A
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,2,113,"At the same time, a second perspective stresses scientific caution. Genes rarely act alone, and changing one part of the genome may have unexpected effects elsewhere. There is also the risk of off-target changes, where the editing tool cuts DNA in unintended places, potentially causing new health problems. If heritable changes are made, any mistake could affect not only a child but that child’s descendants. Many scientists and bioethicists have therefore called for a moratorium on heritable editing until safety is better understood and broad social consensus is reached. Even for somatic editing, supporters of this view argue that rigorous trials, long-term follow-up and transparent oversight are essential before treatments become widely available.",0.8128379,0.77742237,0.7880222,0.77979904,A,0.8128379,0.024815679,A,A
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,3,102,"Another set of views focuses on the moral status of embryos and the limits of human intervention. For some faith traditions and philosophical positions, altering the human germline crosses a line into territory that should be left alone, sometimes described as playing God or violating human dignity. Others argue differently: if we have the power to safely relieve serious suffering, refusing to use it could itself be ethically questionable. In this view, genome editing is simply an extension of medicine, provided it is aimed at genuine therapy rather than enhancement. The tension between humility and compassion runs through much of the debate.",0.76625544,0.759319,0.7756313,0.75638723,C,0.7756313,0.00937587,C,C
deepseek__deepseek-v4-pro-0813__rep10,deepseek/deepseek-v4-pro-0813,10,4,114,"Disability communities offer a particularly important perspective. Some people with genetic conditions strongly support research that could cure or prevent disease. Others warn that the push to eliminate genetic conditions can send a harmful message that disabled lives are not worth living. They point to the long history of eugenics and to the pressures parents already face after prenatal diagnosis. They ask whether genome editing would make society less welcoming of people with disabilities, or reduce support for those living with genetic conditions. At the same time, some disability advocates draw a distinction between relieving medical suffering and eliminating human diversity. The line, they note, is not always clear and needs careful public discussion.",0.7584402,0.7846928,0.7671467,0.73139524,B,0.7846928,0.017546117,B,C
